,source,target,values
107927,Vanina MOLLO,Service public,3.0
108530,Jean-Pierre VIGNAT,Cadre de vie,2.0
108540,Jean-Pierre VIGNAT,Santé,2.0
108541,Jean-Pierre VIGNAT,Handicap,2.0
109126,Sécurité,Boris CHABANEL,1.0
109129,Sécurité,Cédric POLÈRE,5.0
109130,Sécurité,Ludovic VIÉVARD,4.0
109136,Sécurité,Aurélien BOUTAUD,3.0
109154,Sécurité,Jean-Marc BERTHET,2.0
109208,Sécurité,Sebastian ROCHE,9.0
109273,Sécurité,Eric CEDIEY,1.0
109393,Sécurité,Mohamed BENABBOU,1.0
109424,Sécurité,Sandra DECELLE,1.0
109444,Sécurité, COMMUNAUTÉ URBAINE DE LYON,1.0
109593,Sécurité,Philippe GOUJON,1.0
109642,Sécurité,Éric HEILMANN,1.0
109659,Sécurité,Sophie BODY-GENDROT,2.0
109660,Sécurité,Serge BRUNEAU,1.0
109664,Sécurité,Nicolas SOULIER,1.0
109778,Fatiha BELMESSOUS,Politique de la ville,1.0
109811,Fatiha BELMESSOUS,Urbanisme,1.0
110418,Emmanuelle HENRY,Jeunesse,1.0
110431,Emmanuelle HENRY,Urbanisme,1.0
111038,Emmanuel THIMONIER-ROUZET,Jeunesse,1.0
111051,Emmanuel THIMONIER-ROUZET,Urbanisme,1.0
111671,Mohamed EL MANKIBI,Urbanisme,1.0
112237,Paul COLONNA,Transition,3.0
112256,Paul COLONNA,Biodiversité,3.0
112857,Egizio VALCESCHINI,Transition,3.0
112876,Egizio VALCESCHINI,Biodiversité,3.0
113461,Virginie MILLIOT-BELMADANI,Culture,7.0
113495,Virginie MILLIOT-BELMADANI,Cohésion sociale,4.0
113514,Virginie MILLIOT-BELMADANI,Insertion,2.0
113518,Virginie MILLIOT-BELMADANI,Jeunesse,2.0
113536,Virginie MILLIOT-BELMADANI,Attractivité,1.0
113626,Virginie MILLIOT-BELMADANI,Sport,1.0
114120,Emmanuel VIGNERON,Santé,1.0
114155,Emmanuel VIGNERON,Patrimoine,1.0
114703,Jean-Loup AMSELLE,Inclusion,2.0
114726,Jean-Loup AMSELLE,Solidarité,2.0
115340,Caroline RICHEMONT,Numérique,6.0
115350,Caroline RICHEMONT,Cadre de vie,1.0
115353,Caroline RICHEMONT,Veille M3,6.0
115367,Caroline RICHEMONT,Service public,1.0
115392,Caroline RICHEMONT,Grand Lyon,1.0
115952,Léa PEYRON,Travail,1.0
116011,Léa PEYRON,Urbanisme,4.0
116581,Sandra JARRY,Usage,3.0
116607,Sandra JARRY,Service public,3.0
117183,Claudio BOLZMAN,Inclusion,2.0
117206,Claudio BOLZMAN,Solidarité,1.0
117236,Claudio BOLZMAN,International,1.0
117337,Claudio BOLZMAN,Personnes âgées,1.0
117801,Delphine BALVET,Culture,1.0
117836,Delphine BALVET,Biodiversité,1.0
117875,Delphine BALVET,Patrimoine,1.0
118421,Stéphane AUTRAN,Culture,5.0
118423,Stéphane AUTRAN,Inclusion,1.0
118433,Stéphane AUTRAN,Entreprise,2.0
118443,Stéphane AUTRAN,Innovation,3.0
118450,Stéphane AUTRAN,Cadre de vie,1.0
118455,Stéphane AUTRAN,Cohésion sociale,1.0
118466,Stéphane AUTRAN,Mobilité,3.0
118467,Stéphane AUTRAN,Service public,1.0
118481,Stéphane AUTRAN,Institution,4.0
118488,Stéphane AUTRAN,Laïcité,1.0
118491,Stéphane AUTRAN,Urbanisme,2.0
118492,Stéphane AUTRAN,Grand Lyon,4.0
118495,Stéphane AUTRAN,Patrimoine,13.0
118523,Stéphane AUTRAN,Recherche,1.0
119052,Lucie VERCHERE,Travail,2.0
119055,Lucie VERCHERE,Temps,3.0
119063,Lucie VERCHERE,Innovation,1.0
119086,Lucie VERCHERE,Mobilité,3.0
119087,Lucie VERCHERE,Service public,4.0
119678,Olivier GIVRE,Climat,1.0
119686,Olivier GIVRE,Solidarité,2.0
119692,Olivier GIVRE,Citoyenneté,1.0
119718,Olivier GIVRE,Jeunesse,1.0
120283,Iván BAJOMI,Inclusion,1.0
120336,Iván BAJOMI,International,1.0
120932,Michel AGNAIEFF,Citoyenneté,1.0
120956,Michel AGNAIEFF,International,1.0
121049,Michel AGNAIEFF,Concertation,1.0
121541,Gilbert BERLIOZ,Usage,4.0
121567,Gilbert BERLIOZ,Service public,4.0
122170,Jean-Luc VUILLEMENOT,Cadre de vie,1.0
122176,Jean-Luc VUILLEMENOT,Biodiversité,1.0
122763,Valérie SALA PALA,Inclusion,3.0
122798,Valérie SALA PALA,Politique de la ville,2.0
122816,Valérie SALA PALA,International,2.0
123397,Maéva BIGOT,Transition,8.0
123410,Maéva BIGOT,Cadre de vie,8.0
124017,Mélanie GAT,Transition,10.0
124021,Mélanie GAT,Usage,4.0
124023,Mélanie GAT,Innovation,1.0
124030,Mélanie GAT,Cadre de vie,8.0
124045,Mélanie GAT,Éducation,1.0
124069,Mélanie GAT,Évaluation,1.0
124637,Diane GEFFROY,Transition,8.0
124650,Diane GEFFROY,Cadre de vie,8.0
125240,Égalité,Anne-Caroline JAMBAUD,7.0
125249,Égalité,Cédric POLÈRE,2.0
125277,Égalité,Catherine PANASSIER,1.0
125577,Égalité,Anne-Sophie GORGE,1.0
125875,Pierre DOMMERGUES,Temps,2.0
125916,Pierre DOMMERGUES,International,2.0
126495,Christine DELFOUR,Temps,2.0
126536,Christine DELFOUR,International,2.0
127121,Laure ISNARD,Usage,1.0
127128,Laure ISNARD,Économie,1.0
127143,Laure ISNARD,Ressources,1.0
127741,Bernard BARRAQUE,Usage,1.0
127748,Bernard BARRAQUE,Économie,1.0
127763,Bernard BARRAQUE,Ressources,1.0
128380,Brigitte YVRAY-DANGUIS,Santé,1.0
128381,Brigitte YVRAY-DANGUIS,Handicap,1.0
128384,Brigitte YVRAY-DANGUIS,Prospective,1.0
128401,Brigitte YVRAY-DANGUIS,Institution,1.0
128973,Natacha ISRAËL,Entreprise,7.0
128980,Natacha ISRAËL,Numérique,10.0
128983,Natacha ISRAËL,Innovation,7.0
128988,Natacha ISRAËL,Économie,3.0
129606,François ASCHER,Solidarité,1.0
129607,François ASCHER,Valeurs,1.0
129610,François ASCHER,Cadre de vie,1.0
129624,François ASCHER,Prospective,1.0
129641,François ASCHER,Institution,1.0
129651,François ASCHER,Urbanisme,1.0
130203,Bruno VOISIN,Inclusion,1.0
130230,Bruno VOISIN,Cadre de vie,1.0
130232,Bruno VOISIN,Citoyenneté,1.0
130272,Bruno VOISIN,Grand Lyon,1.0
130823,François-Régis GUILLAUME,Inclusion,1.0
130865,François-Régis GUILLAUME,Éducation,1.0
131443,Gilbert AUGER,Inclusion,1.0
131466,Gilbert AUGER,Solidarité,1.0
131467,Gilbert AUGER,Valeurs,1.0
132092,Paul BOINO,Citoyenneté,1.0
132121,Paul BOINO,Institution,3.0
132131,Paul BOINO,Urbanisme,1.0
132132,Paul BOINO,Grand Lyon,2.0
132135,Paul BOINO,Patrimoine,1.0
132136,Paul BOINO,Attractivité,3.0
132725,Yannick BRUXELLE,Éducation,2.0
132741,Yannick BRUXELLE,Institution,2.0
133301,Marie-Christine POUCHELLE,Culture,1.0
133340,Marie-Christine POUCHELLE,Santé,1.0
133940,Serge TISSERON,Numérique,4.0
133978,Serge TISSERON,Jeunesse,4.0
134543,David GRAND,Inclusion,3.0
134566,David GRAND,Solidarité,3.0
135165,Denis CLERC,Pauvreté,1.0
135186,Denis CLERC,Solidarité,1.0
135800,Thérèse LAFERRIÈRE,Numérique,1.0
135825,Thérèse LAFERRIÈRE,Éducation,1.0
136401,Michel WIEVIORKA,Culture,2.0
136403,Michel WIEVIORKA,Inclusion,1.0
136404,Michel WIEVIORKA,Clivages,1.0
136421,Michel WIEVIORKA,Usage,3.0
136427,Michel WIEVIORKA,Valeurs,1.0
136447,Michel WIEVIORKA,Service public,3.0
136468,Michel WIEVIORKA,Laïcité,1.0
137058,Marie-Christine JAILLET,Politique de la ville,1.0
137657,Sandrine BOUCHER,Transition,1.0
137661,Sandrine BOUCHER,Usage,1.0
137672,Sandrine BOUCHER,Citoyenneté,2.0
137683,Sandrine BOUCHER,Ressources,1.0
137686,Sandrine BOUCHER,Mobilité,1.0
137698,Sandrine BOUCHER,Jeunesse,1.0
138263,Mónica COSTA,Inclusion,1.0
138286,Mónica COSTA,Solidarité,1.0
138316,Mónica COSTA,International,1.0
138883,Paulo Manuel COSTA,Inclusion,1.0
138906,Paulo Manuel COSTA,Solidarité,1.0
138936,Paulo Manuel COSTA,International,1.0
139571,Michaël FAURE,Urbanisme,1.0
139573,Michaël FAURE,Justice,1.0
140121,Dann METTIDJI,Culture,4.0
140123,Dann METTIDJI,Inclusion,2.0
140132,Dann METTIDJI,Travail,3.0
140133,Dann METTIDJI,Entreprise,1.0
140141,Dann METTIDJI,Usage,2.0
140150,Dann METTIDJI,Cadre de vie,2.0
140155,Dann METTIDJI,Cohésion sociale,4.0
140178,Dann METTIDJI,Jeunesse,2.0
140464,Dann METTIDJI,Emploi,1.0
140623,Dann METTIDJI,Logistique,2.0
140784,Bernard JOUVE,Prospective,1.0
140786,Bernard JOUVE,Mobilité,1.0
140796,Bernard JOUVE,International,3.0
140801,Bernard JOUVE,Institution,3.0
140811,Bernard JOUVE,Urbanisme,1.0
140833,Bernard JOUVE,Démocratie,1.0
141405,Danielle COLARDYN,Éducation,1.0
142025,Olivier COUSIN,Éducation,1.0
142620,Boris BEAUDE,Numérique,3.0
142621,Boris BEAUDE,Usage,1.0
142623,Boris BEAUDE,Innovation,2.0
143237,Collectif ECONOMIE ET HUMANISME,Transition,6.0
143246,Collectif ECONOMIE ET HUMANISME,Solidarité,1.0
143247,Collectif ECONOMIE ET HUMANISME,Valeurs,3.0
143248,Collectif ECONOMIE ET HUMANISME,Économie,1.0
143256,Collectif ECONOMIE ET HUMANISME,Biodiversité,1.0
143265,Collectif ECONOMIE ET HUMANISME,Éducation,1.0
143276,Collectif ECONOMIE ET HUMANISME,International,2.0
143281,Collectif ECONOMIE ET HUMANISME,Institution,1.0
143857,Julie GAYRAL,Transition,8.0
143867,Julie GAYRAL,Valeurs,4.0
143883,Julie GAYRAL,Ressources,3.0
143912,Julie GAYRAL,Grand Lyon,7.0
143927,Julie GAYRAL,Développement durable,3.0
144073,Julie GAYRAL,Action publique,4.0
144467,Action publique,Catherine DEBRAND,4.0
144469,Action publique,Cédric POLÈRE,2.0
144476,Action publique,Aurélien BOUTAUD,5.0
144494,Action publique,Jean-Marc BERTHET,1.0
144499,Action publique,Caroline JANUEL,2.0
144509,Action publique,Nicolas LEPRÊTRE,3.0
144546,Action publique,Arthur GRIMONPONT,3.0
144560,Action publique,Lucas PIESSAT,1.0
144571,Action publique,Quentin ZARAGORI,4.0
144601,Action publique,Justin FOLLENFANT,1.0
144602,Action publique,Martin FUSTER,1.0
144692,Action publique,Julie GAYRAL,4.0
144697,Action publique,Camille DUTHY,1.0
145125,Delphine GRAVIER,Éducation,1.0
145746,Jean-Claude DECOURT,Mobilité,1.0
146363,Mathieu BRAND,Ressources,4.0
146393,Mathieu BRAND,Justice,4.0
146943,Camille DUTHY,Inclusion,2.0
146957,Camille DUTHY,Transition,4.0
146967,Camille DUTHY,Valeurs,4.0
146970,Camille DUTHY,Cadre de vie,11.0
146978,Camille DUTHY,Politique de la ville,1.0
146981,Camille DUTHY,Handicap,2.0
146998,Camille DUTHY,Jeunesse,1.0
147089,Camille DUTHY,Concertation,4.0
147108,Camille DUTHY,Habitat,11.0
147173,Camille DUTHY,Action publique,1.0
147587,Hugues PUEL,Valeurs,1.0
148193,Manon SCOTTO,Entreprise,2.0
148210,Manon SCOTTO,Cadre de vie,2.0
148348,Manon SCOTTO,Habitat,2.0
148856,Joseph YACOUB,International,1.0
148868,Joseph YACOUB,Laïcité,1.0
149482,Michel BOUVIER,Finance,1.0
150043,Emmanuelle SANTELLI,Inclusion,3.0
150066,Emmanuelle SANTELLI,Solidarité,3.0
150735,Philippe VIDELIER,Patrimoine,2.0
151300,Patrick GUIHOT,Numérique,1.0
151325,Patrick GUIHOT,Éducation,1.0
151918,Malou ALLAGNAT,Climat,11.0
151930,Malou ALLAGNAT,Cadre de vie,11.0
151938,Malou ALLAGNAT,Politique de la ville,2.0
151972,Malou ALLAGNAT,Grand Lyon,13.0
152537,cabinet SILOÉ,Transition,1.0
152548,cabinet SILOÉ,Économie,1.0
152550,cabinet SILOÉ,Cadre de vie,1.0
152556,cabinet SILOÉ,Biodiversité,1.0
153172,Adèle SEYRIG,Citoyenneté,1.0
153187,Adèle SEYRIG,Service public,1.0
153792,Jeanne CARTILLIER,Citoyenneté,1.0
153807,Jeanne CARTILLIER,Service public,1.0
154406,Manu BODINIER,Solidarité,1.0
154412,Manu BODINIER,Citoyenneté,1.0
155030,Béatrice CHARRE,Cadre de vie,2.0
155040,Béatrice CHARRE,Santé,2.0
155041,Béatrice CHARRE,Handicap,2.0
155650,Mireille LEMAHIEU,Cadre de vie,2.0
155660,Mireille LEMAHIEU,Santé,2.0
155661,Mireille LEMAHIEU,Handicap,2.0
156241,Gilles PINSON,Culture,1.0
156266,Gilles PINSON,Solidarité,1.0
156285,Gilles PINSON,Éducation,1.0
156302,Gilles PINSON,Finance,1.0
156311,Gilles PINSON,Urbanisme,1.0
156343,Gilles PINSON,Recherche,1.0
156348,Gilles PINSON,Management,1.0
156861,Lionel ARNAUD,Culture,2.0
156895,Lionel ARNAUD,Cohésion sociale,1.0
156916,Lionel ARNAUD,International,1.0
157495,Marc BESSIN,Temps,1.0
158136,Philippe CLERGEAU,Biodiversité,4.0
158171,Philippe CLERGEAU,Urbanisme,4.0
158732,Gilles JEANNOT,Travail,1.0
158743,Gilles JEANNOT,Innovation,1.0
158767,Gilles JEANNOT,Service public,1.0
159372,Chtristophe CHABROT,Citoyenneté,3.0
159401,Chtristophe CHABROT,Institution,3.0
159433,Chtristophe CHABROT,Démocratie,3.0
159986,Cécile FÉRÉ,Solidarité,1.0
160006,Cécile FÉRÉ,Mobilité,2.0
160600,Bruno FANTON,Numérique,2.0
160606,Bruno FANTON,Solidarité,1.0
160618,Bruno FANTON,Politique de la ville,1.0
160620,Bruno FANTON,Santé,1.0
160652,Bruno FANTON,Grand Lyon,1.0
161217,CCSPL  COMMISSION CONSULTATIVE DES SERVICES PUBLICS LOCAUX DU GRAND LYON,Transition,2.0
161243,CCSPL  COMMISSION CONSULTATIVE DES SERVICES PUBLICS LOCAUX DU GRAND LYON,Ressources,1.0
161244,CCSPL  COMMISSION CONSULTATIVE DES SERVICES PUBLICS LOCAUX DU GRAND LYON,Prospective,1.0
161247,CCSPL  COMMISSION CONSULTATIVE DES SERVICES PUBLICS LOCAUX DU GRAND LYON,Service public,1.0
161287,CCSPL  COMMISSION CONSULTATIVE DES SERVICES PUBLICS LOCAUX DU GRAND LYON,Développement durable,2.0
161837,Bernard CHOCAT,Transition,1.0
161848,Bernard CHOCAT,Économie,2.0
161856,Bernard CHOCAT,Biodiversité,1.0
161863,Bernard CHOCAT,Ressources,2.0
161923,Bernard CHOCAT,Recherche,1.0
162443,Martine CHANAL,Inclusion,1.0
162466,Martine CHANAL,Solidarité,1.0
163063,Benoit EYRAUD,Inclusion,1.0
163086,Benoit EYRAUD,Solidarité,1.0
163695,Bruno MARZLOFF,Temps,3.0
163700,Bruno MARZLOFF,Numérique,1.0
163701,Bruno MARZLOFF,Usage,1.0
163703,Bruno MARZLOFF,Innovation,2.0
163726,Bruno MARZLOFF,Mobilité,4.0
163751,Bruno MARZLOFF,Urbanisme,1.0
163783,Bruno MARZLOFF,Recherche,1.0
164303,Stéphane BIENVENUE,Inclusion,1.0
164326,Stéphane BIENVENUE,Solidarité,1.0
164345,Stéphane BIENVENUE,Éducation,1.0
164368,Stéphane BIENVENUE,Laïcité,1.0
164981,Robert LAFORE,Institution,1.0
165055,Robert LAFORE,Social,1.0
165576,Michel RAFFIN,Biodiversité,1.0
165583,Michel RAFFIN,Ressources,1.0
165586,Michel RAFFIN,Mobilité,1.0
165601,Michel RAFFIN,Institution,1.0
165616,Michel RAFFIN,Attractivité,1.0
166205,Christelle MOREL-JOURNEL,Éducation,1.0
166231,Christelle MOREL-JOURNEL,Urbanisme,1.0
166263,Christelle MOREL-JOURNEL,Recherche,1.0
166268,Christelle MOREL-JOURNEL,Management,1.0
166825,Attila BASKURT,Éducation,1.0
166883,Attila BASKURT,Recherche,1.0
167445,Jean-Yves  TOUSSAINT,Éducation,1.0
167503,Jean-Yves  TOUSSAINT,Recherche,1.0
168021,Thomas COISPEL,Culture,4.0
168063,Thomas COISPEL,Ressources,4.0
168686,Philippe GACHE,Mobilité,1.0
169436,Mohamed BENABBOU,Sécurité,1.0
169897,Nicolas BARRÉ,Transition,1.0
169898,Nicolas BARRÉ,Climat,1.0
169936,Nicolas BARRÉ,International,1.0
170503,Cabinet TRAJECTOIRES REFLEX,Inclusion,2.0
170505,Cabinet TRAJECTOIRES REFLEX,Pauvreté,2.0
170526,Cabinet TRAJECTOIRES REFLEX,Solidarité,2.0
171150,François RIO,Cadre de vie,2.0
171178,François RIO,Jeunesse,2.0
171833,Alain BYENAIMÉ,Démocratie,1.0
172373,Théo BATTAGLIA,Entreprise,5.0
172383,Théo BATTAGLIA,Innovation,5.0
172639,Théo BATTAGLIA,"
   	Théo BATTAGLIA
",2.0
173258,"
   	Théo BATTAGLIA
",Théo BATTAGLIA,2.0
173623,Philippe MAZUEL,Innovation,1.0
173658,Philippe MAZUEL,Jeunesse,1.0
173708,Philippe MAZUEL,Management,1.0
174223,Pierre HOUSSAIS,Inclusion,3.0
174313,Pierre HOUSSAIS,Démocratie,3.0
174896, Maryame AMAROUCHE,International,1.0
174911, Maryame AMAROUCHE,Urbanisme,1.0
175516,Marie SENG,International,1.0
175531,Marie SENG,Urbanisme,1.0
176136,Chloé SERME MORIN,International,1.0
176151,Chloé SERME MORIN,Urbanisme,1.0
176756,Justine SWORDY-BORIE,International,1.0
176771,Justine SWORDY-BORIE,Urbanisme,1.0
177376,Selene VILLALEJO COTA,International,1.0
177391,Selene VILLALEJO COTA,Urbanisme,1.0
177963,Laura PANDELLE,Innovation,1.0
177987,Laura PANDELLE,Service public,1.0
178583,Magali MARLIN,Innovation,1.0
178607,Magali MARLIN,Service public,1.0
179181,Julien THIBURCE,Culture,2.0
179183,Julien THIBURCE,Inclusion,2.0
179212,Julien THIBURCE,Citoyenneté,2.0
179215,Julien THIBURCE,Cohésion sociale,4.0
179238,Julien THIBURCE,Jeunesse,2.0
179801,Emmanuel ARLOT,Culture,3.0
179820,Emmanuel ARLOT,Numérique,1.0
179875,Emmanuel ARLOT,Patrimoine,1.0
179876,Emmanuel ARLOT,Attractivité,1.0
180452,Faïza BOULKEROUA,Citoyenneté,1.0
180460,Faïza BOULKEROUA,Santé,1.0
181055,Gilles FINCHELSTEIN,Temps,1.0
181063,Gilles FINCHELSTEIN,Innovation,1.0
181087,Gilles FINCHELSTEIN,Service public,1.0
181104,Gilles FINCHELSTEIN,Pensées politiques,1.0
181133,Gilles FINCHELSTEIN,Démocratie,1.0
181175,Gilles FINCHELSTEIN,Social,1.0
181690,Frédéric SEGUR,Cadre de vie,3.0
181696,Frédéric SEGUR,Biodiversité,3.0
182326,Xavier BRISBOIS,Mobilité,6.0
182946,Pauline VAN LAERE,Mobilité,6.0
183521,Florence ABITBOL,Culture,4.0
183540,Florence ABITBOL,Numérique,4.0
184141,Gilles GUILLOT,Culture,1.0
184163,Gilles GUILLOT,Innovation,1.0
184196,Gilles GUILLOT,International,1.0
184790,Emmanuel BOUTEFEU,Cadre de vie,1.0
184796,Emmanuel BOUTEFEU,Biodiversité,1.0
185407,Pierre BRÉCHON,Valeurs,2.0
185410,Pierre BRÉCHON,Cadre de vie,1.0
185448,Pierre BRÉCHON,Laïcité,1.0
186021,Rémi BARBIER,Usage,1.0
186028,Rémi BARBIER,Économie,1.0
186043,Rémi BARBIER,Ressources,1.0
186665,Françoise LORCERIE,Éducation,1.0
187285,Delphine CAVALLO,Éducation,1.0
187877,Alain HAYS,Transition,1.0
187890,Alain HAYS,Cadre de vie,1.0
187896,Alain HAYS,Biodiversité,1.0
187931,Alain HAYS,Urbanisme,1.0
187963,Alain HAYS,Recherche,1.0
188507,Sandra DECELLE,Valeurs,1.0
188510,Sandra DECELLE,Cadre de vie,4.0
188516,Sandra DECELLE,Biodiversité,3.0
188520,Sandra DECELLE,Santé,2.0
188523,Sandra DECELLE,Ressources,2.0
188526,Sandra DECELLE,Mobilité,2.0
188527,Sandra DECELLE,Service public,2.0
188549,Sandra DECELLE,Évaluation,1.0
188551,Sandra DECELLE,Urbanisme,1.0
188552,Sandra DECELLE,Grand Lyon,2.0
188555,Sandra DECELLE,Patrimoine,2.0
188556,Sandra DECELLE,Attractivité,1.0
188656,Sandra DECELLE,Sécurité,1.0
189120,Fernand BERTEN,Numérique,1.0
189145,Fernand BERTEN,Éducation,1.0
189765,Edgar MORIN,Éducation,1.0
190370,Michèle MASSON,Cadre de vie,1.0
190497,Michèle MASSON,Personnes âgées,1.0
190996,Adeline CHARVET,Biodiversité,1.0
191063,Adeline CHARVET,Recherche,1.0
191616,Charlotte VISAGE,Biodiversité,1.0
191683,Charlotte VISAGE,Recherche,1.0
192203,Yoann PUPAT,Inclusion,7.0
192204,Yoann PUPAT,Clivages,2.0
192227,Yoann PUPAT,Valeurs,6.0
192232,Yoann PUPAT,Citoyenneté,3.0
192235,Yoann PUPAT,Cohésion sociale,2.0
192848,Jean-Louis DAYAN,Économie,1.0
192864,Jean-Louis DAYAN,Prospective,1.0
193484,Hugues DE JOUVENEL,Prospective,2.0
194078,Dominique BOURG,Climat,1.0
194096,Dominique BOURG,Biodiversité,1.0
194701,Frédéric NAUDON,Usage,1.0
194708,Frédéric NAUDON,Économie,1.0
194723,Frédéric NAUDON,Ressources,1.0
195301,Benoît GUILLEMONT,Culture,1.0
195338,Benoît GUILLEMONT,Politique de la ville,1.0
195923,Bruno BIGOURDAN,Inclusion,1.0
195932,Bruno BIGOURDAN,Travail,1.0
195948,Bruno BIGOURDAN,Économie,1.0
195956,Bruno BIGOURDAN,Biodiversité,1.0
195974,Bruno BIGOURDAN,Insertion,1.0
195992,Bruno BIGOURDAN,Grand Lyon,1.0
195995,Bruno BIGOURDAN,Patrimoine,1.0
196611,Juliette PINARD,Urbanisme,3.0
197231,Jocelyne BEARD,Urbanisme,1.0
197235,Jocelyne BEARD,Patrimoine,3.0
197783,Julien TALPIN,Inclusion,1.0
197873,Julien TALPIN,Démocratie,1.0
197929,Julien TALPIN,Concertation,1.0
198500,Ethique,Lucas PIESSAT,2.0
199067,Roland GORI,Service public,1.0
199711,Gilles CAYUELA,Urbanisme,1.0
199715,Gilles CAYUELA,Patrimoine,1.0
200275,"CES - CONSEIL ÉCONOMIQUE, SOCIAL",Temps,1.0
200305,"CES - CONSEIL ÉCONOMIQUE, SOCIAL",Éducation,1.0
200316,"CES - CONSEIL ÉCONOMIQUE, SOCIAL",International,2.0
200318,"CES - CONSEIL ÉCONOMIQUE, SOCIAL",Jeunesse,1.0
200363,"CES - CONSEIL ÉCONOMIQUE, SOCIAL",Recherche,2.0
200897, COMMUNAUTÉ URBAINE DE LYON,Transition,1.0
200908, COMMUNAUTÉ URBAINE DE LYON,Économie,1.0
200918, COMMUNAUTÉ URBAINE DE LYON,Politique de la ville,1.0
200920, COMMUNAUTÉ URBAINE DE LYON,Santé,1.0
200941, COMMUNAUTÉ URBAINE DE LYON,Institution,1.0
200952, COMMUNAUTÉ URBAINE DE LYON,Grand Lyon,1.0
201056, COMMUNAUTÉ URBAINE DE LYON,Sécurité,1.0
201527,Corinne HOOGE,Valeurs,1.0
201533,Corinne HOOGE,Veille M3,5.0
201575,Corinne HOOGE,Patrimoine,1.0
201603,Corinne HOOGE,Recherche,1.0
202133,Didier CAZELLES,Entreprise,1.0
202150,Didier CAZELLES,Cadre de vie,1.0
202156,Didier CAZELLES,Biodiversité,1.0
202163,Didier CAZELLES,Ressources,4.0
202167,Didier CAZELLES,Service public,1.0
202181,Didier CAZELLES,Institution,1.0
202195,Didier CAZELLES,Patrimoine,1.0
202757,Marc Antoine MESSER,Transition,2.0
202767,Marc Antoine MESSER,Valeurs,2.0
202827,Marc Antoine MESSER,Développement durable,2.0
203377,Audrey PARVEX,Transition,1.0
203387,Audrey PARVEX,Valeurs,1.0
203447,Audrey PARVEX,Développement durable,1.0
203997,Yannick PITTON,Transition,1.0
204007,Yannick PITTON,Valeurs,1.0
204067,Yannick PITTON,Développement durable,1.0
204617,Lucie VERDURE,Transition,1.0
204627,Lucie VERDURE,Valeurs,1.0
204687,Lucie VERDURE,Développement durable,1.0
205237,Grégoire ROBIDA,Transition,1.0
205247,Grégoire ROBIDA,Valeurs,1.0
205307,Grégoire ROBIDA,Développement durable,1.0
205933,Aisling HEALY,Démocratie,1.0
205989,Aisling HEALY,Concertation,1.0
206461,DPDP - DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Culture,1.0
206472,DPDP - DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Travail,2.0
206477,DPDP - DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Transition,1.0
206495,DPDP - DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Cohésion sociale,1.0
206498,DPDP - DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Politique de la ville,2.0
206504,DPDP - DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Prospective,1.0
206506,DPDP - DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Mobilité,1.0
206531,DPDP - DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Urbanisme,1.0
206532,DPDP - DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,Grand Lyon,4.0
207083,Thomas KIRSZBAUM,Inclusion,2.0
207106,Thomas KIRSZBAUM,Solidarité,2.0
207118,Thomas KIRSZBAUM,Politique de la ville,2.0
207720,Jean-François ROUET,Numérique,1.0
207745,Jean-François ROUET,Éducation,1.0
208333,Jean-Yves OTTMAN,Entreprise,1.0
208374,Jean-Yves OTTMAN,Insertion,1.0
208455,Jean-Yves OTTMAN,Social,1.0
209001,Anne-Sophie GORGE,Institution,1.0
209033,Anne-Sophie GORGE,Démocratie,1.0
209142,Anne-Sophie GORGE,Égalité,1.0
209577,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",Transition,1.0
209578,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",Climat,1.0
209590,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",Cadre de vie,4.0
209595,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",Cohésion sociale,1.0
209596,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",Biodiversité,1.0
209605,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",Éducation,1.0
209606,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",Mobilité,1.0
209607,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",Service public,2.0
209621,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",Institution,1.0
209631,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",Urbanisme,1.0
209709,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",Concertation,4.0
